16390;09/03/2018 07:30:00;09/03/2018 08:10:00;;11;39
16391;09/03/2018 08:10:00;09/03/2018 12:00:00;18020258;1;39
16399;09/03/2018 12:00:00;09/03/2018 13:00:00;;23;39
16400;09/03/2018 13:00:00;09/03/2018 14:00:00;18020258;1;40
16409;09/03/2018 14:00:00;09/03/2018 14:00:00;18020258;2;40
16440;09/03/2018 14:00:00;09/03/2018 15:30:00;;3;44
16441;09/03/2018 15:30:00;09/03/2018 17:30:00;;7;44
16442;09/03/2018 17:30:00;09/03/2018 18:30:00;;23;44
16443;09/03/2018 18:30:00;09/03/2018 19:30:00;;7;44
16444;09/03/2018 19:30:00;09/03/2018 20:00:00;;3;44
29461;09/03/2018 20:00:00;09/03/2018 21:45:00;18020259;1;46
16446;09/03/2018 21:45:00;09/03/2018 22:00:00;;20;44
16447;10/03/2018 09:00:00;10/03/2018 10:35:00;;20;44
16448;10/03/2018 10:35:00;10/03/2018 12:00:00;18020259;1;44
16458;10/03/2018 12:00:00;10/03/2018 12:00:00;18020259;2;45
16483;10/03/2018 12:00:00;10/03/2018 13:00:00;;9;48
16484;10/03/2018 13:00:00;10/03/2018 14:00:00;;23;48
16485;10/03/2018 14:00:00;10/03/2018 16:20:00;;7;48
16486;10/03/2018 16:20:00;10/03/2018 17:00:00;;9;48
29495;10/03/2018 17:00:00;10/03/2018 17:50:00;18020260;1;49
16488;10/03/2018 17:50:00;10/03/2018 18:12:00;;20;48
23182;12/03/2018 06:00:00;12/03/2018 07:10:00;;20;18
23183;12/03/2018 07:10:00;12/03/2018 07:40:00;18020260;1;18
23188;12/03/2018 07:40:00;12/03/2018 08:40:00;;11;18
23189;12/03/2018 08:40:00;12/03/2018 10:35:00;18020260;1;18
23195;12/03/2018 10:35:00;12/03/2018 10:35:00;18020260;2;19
23199;12/03/2018 10:35:00;12/03/2018 11:30:00;;9;19
23203;12/03/2018 11:30:00;12/03/2018 12:30:00;;23;20
23204;12/03/2018 12:30:00;12/03/2018 13:26:00;;9;20
23205;12/03/2018 13:26:00;12/03/2018 14:00:00;18020250;1;20
23206;12/03/2018 14:00:00;12/03/2018 16:00:00;18020250;1;20
23207;12/03/2018 16:00:00;12/03/2018 16:00:00;18020250;2;20
23214;12/03/2018 16:00:00;12/03/2018 17:30:00;;9;21
23215;12/03/2018 17:30:00;12/03/2018 18:30:00;;23;21
23216;12/03/2018 18:30:00;12/03/2018 19:35:00;;9;21
23217;12/03/2018 19:35:00;12/03/2018 21:20:00;18020251;1;21
23218;12/03/2018 21:20:00;12/03/2018 21:20:00;18020251;2;21
23220;12/03/2018 21:20:00;12/03/2018 22:00:00;;3;22
24061;13/03/2018 06:00:00;13/03/2018 07:10:00;;3;6
24062;13/03/2018 07:10:00;13/03/2018 08:30:00;18030017;1;6
24063;13/03/2018 08:30:00;13/03/2018 09:40:00;;11;6
24064;13/03/2018 09:40:00;13/03/2018 11:30:00;18030017;1;6
24068;13/03/2018 11:30:00;13/03/2018 12:30:00;;23;6
24069;13/03/2018 12:30:00;13/03/2018 13:25:00;18030017;1;6
24074;13/03/2018 13:25:00;13/03/2018 13:25:00;18030017;2;7
24079;13/03/2018 13:25:00;13/03/2018 14:00:00;;3;7
24081;13/03/2018 14:00:00;13/03/2018 14:10:00;;3;8
24082;13/03/2018 14:10:00;13/03/2018 17:30:00;18030041;1;8
24083;13/03/2018 17:30:00;13/03/2018 18:30:00;;23;8
24084;13/03/2018 18:30:00;13/03/2018 19:40:00;18030041;1;8
24087;13/03/2018 19:40:00;13/03/2018 19:40:00;18030041;2;8
24091;13/03/2018 19:40:00;13/03/2018 21:45:00;;9;9
24092;13/03/2018 21:45:00;13/03/2018 21:50:00;18020244;1;9
24093;13/03/2018 21:50:00;13/03/2018 22:00:00;;20;9
27287;14/03/2018 06:00:00;14/03/2018 06:56:00;;20;28
27288;14/03/2018 06:56:00;14/03/2018 11:05:00;18020244;1;28
27293;14/03/2018 11:05:00;14/03/2018 11:05:00;18020244;2;29
27297;14/03/2018 11:05:00;14/03/2018 11:55:00;;3;29
27300;14/03/2018 11:55:00;14/03/2018 14:00:00;18020245;1;30
27301;14/03/2018 14:00:00;14/03/2018 16:00:00;18020245;1;30
27302;14/03/2018 16:00:00;14/03/2018 16:00:00;18020245;2;30
27305;14/03/2018 16:00:00;14/03/2018 17:35:00;;3;30
27309;14/03/2018 17:35:00;14/03/2018 17:45:00;18020242;1;30
27310;14/03/2018 17:45:00;14/03/2018 18:45:00;;23;31
27311;14/03/2018 18:45:00;14/03/2018 21:50:00;18020242;1;31
27313;14/03/2018 21:50:00;14/03/2018 22:00:00;;20;31
27955;15/03/2018 06:00:00;15/03/2018 06:50:00;;20;95
27956;15/03/2018 06:50:00;15/03/2018 07:25:00;;11;95
27957;15/03/2018 07:25:00;15/03/2018 07:30:00;;20;95
27958;15/03/2018 07:30:00;15/03/2018 08:10:00;18020242;1;95
27964;15/03/2018 08:10:00;15/03/2018 08:10:00;18020242;2;96
27968;15/03/2018 08:10:00;15/03/2018 09:10:00;;3;96
27972;15/03/2018 09:10:00;15/03/2018 13:05:00;18020243;1;97
27973;15/03/2018 13:05:00;15/03/2018 13:05:00;18020243;2;97
27974;15/03/2018 13:05:00;15/03/2018 13:40:00;;3;97
27975;15/03/2018 13:40:00;15/03/2018 14:00:00;;10;97
27976;15/03/2018 14:00:00;15/03/2018 15:50:00;;22;97
27977;15/03/2018 15:50:00;15/03/2018 16:50:00;;3;97
27978;15/03/2018 16:50:00;15/03/2018 17:30:00;18030026;1;97
27979;15/03/2018 17:30:00;15/03/2018 18:30:00;;23;97
27980;15/03/2018 18:30:00;15/03/2018 21:50:00;18030026;1;98
27982;15/03/2018 21:50:00;15/03/2018 22:00:00;;20;98
32659;16/03/2018 06:00:00;16/03/2018 06:50:00;;20;65
32660;16/03/2018 06:50:00;16/03/2018 07:30:00;18030026;1;66
32665;16/03/2018 07:30:00;16/03/2018 07:30:00;18030026;2;66
32669;16/03/2018 07:30:00;16/03/2018 08:35:00;;3;66
32672;16/03/2018 08:35:00;16/03/2018 11:55:00;18030027;1;67
32673;16/03/2018 11:55:00;16/03/2018 11:55:00;18030027;2;67
32674;16/03/2018 11:55:00;16/03/2018 12:50:00;;3;67
32675;16/03/2018 12:50:00;16/03/2018 13:30:00;18030037;1;67
32676;16/03/2018 13:30:00;16/03/2018 14:00:00;;22;67
32677;16/03/2018 14:00:00;16/03/2018 16:40:00;18030037;1;67
32681;16/03/2018 16:40:00;16/03/2018 16:40:00;18030037;2;68
32684;16/03/2018 16:40:00;16/03/2018 17:30:00;;9;68
32687;16/03/2018 17:30:00;16/03/2018 18:30:00;;23;68
32688;16/03/2018 18:30:00;16/03/2018 19:40:00;;9;68
32689;16/03/2018 19:40:00;16/03/2018 22:00:00;18030068;1;68
32690;17/03/2018 06:00:00;17/03/2018 06:50:00;;20;69
32691;17/03/2018 06:50:00;17/03/2018 08:55:00;18030068;1;69
32696;17/03/2018 08:55:00;17/03/2018 08:55:00;18030068;2;69
32699;17/03/2018 08:55:00;17/03/2018 11:20:00;;9;69
32703;17/03/2018 11:20:00;17/03/2018 12:00:00;18030043;1;70
32704;17/03/2018 12:00:00;17/03/2018 13:00:00;;23;70
32705;17/03/2018 13:00:00;17/03/2018 15:12:00;;11;70
46305;19/03/2018 06:00:00;19/03/2018 06:50:00;;20;30
46306;19/03/2018 06:50:00;19/03/2018 12:45:00;18030043;1;30
46311;19/03/2018 12:45:00;19/03/2018 12:45:00;18030043;2;31
46315;19/03/2018 12:45:00;19/03/2018 14:00:00;;9;31
46318;19/03/2018 14:00:00;19/03/2018 14:15:00;;9;31
46319;19/03/2018 14:15:00;19/03/2018 16:20:00;18030044;1;31
46320;19/03/2018 16:20:00;19/03/2018 16:20:00;18030044;2;32
46322;19/03/2018 16:20:00;19/03/2018 17:30:00;;9;32
46326;19/03/2018 17:30:00;19/03/2018 18:30:00;;23;32
46327;19/03/2018 18:30:00;19/03/2018 20:10:00;;9;32
46328;19/03/2018 20:10:00;19/03/2018 22:00:00;18020235;1;32
46333;19/03/2018 22:00:00;20/03/2018 01:45:00;18020235;1;33
46336;20/03/2018 01:45:00;20/03/2018 01:45:00;18020235;2;33
46343;20/03/2018 01:45:00;20/03/2018 02:00:00;;9;34
46347;20/03/2018 02:00:00;20/03/2018 03:00:00;;23;34
46348;20/03/2018 03:00:00;20/03/2018 05:10:00;;9;34
46349;20/03/2018 05:10:00;20/03/2018 06:00:00;;22;34
51161;20/03/2018 06:00:00;20/03/2018 08:30:00;;9;16
51162;20/03/2018 08:30:00;20/03/2018 11:15:00;;4;16
51163;20/03/2018 11:15:00;20/03/2018 12:15:00;;23;16
51164;20/03/2018 12:15:00;20/03/2018 13:00:00;;4;16
51165;20/03/2018 13:00:00;20/03/2018 14:00:00;18030083;1;16
51166;20/03/2018 22:00:00;20/03/2018 22:20:00;;20;16
51167;20/03/2018 22:20:00;21/03/2018 00:50:00;18030083;1;16
51174;21/03/2018 00:50:00;21/03/2018 00:50:00;18030083;2;17
51177;21/03/2018 00:50:00;21/03/2018 01:50:00;;3;17
51183;21/03/2018 01:50:00;21/03/2018 02:00:00;18030096;1;18
51184;21/03/2018 02:00:00;21/03/2018 03:00:00;;23;18
51185;21/03/2018 03:00:00;21/03/2018 06:00:00;18030096;1;18
52673;21/03/2018 06:00:00;21/03/2018 06:35:00;18030096;1;67
52677;21/03/2018 06:35:00;21/03/2018 06:35:00;18030096;2;67
52680;21/03/2018 06:35:00;21/03/2018 08:00:00;;9;68
52681;21/03/2018 08:00:00;21/03/2018 11:30:00;;4;68
52682;21/03/2018 11:30:00;21/03/2018 12:30:00;;23;68
52683;21/03/2018 12:30:00;21/03/2018 14:00:00;;4;68
52684;21/03/2018 22:00:00;22/03/2018 00:00:00;;9;68
52685;22/03/2018 00:00:00;22/03/2018 01:00:00;;4;68
52686;22/03/2018 01:00:00;22/03/2018 03:30:00;;19;68
52687;22/03/2018 03:30:00;22/03/2018 04:00:00;;9;68
52688;22/03/2018 04:00:00;22/03/2018 04:30:00;18030088;1;68
52689;22/03/2018 04:30:00;22/03/2018 06:00:00;;11;68
53681;22/03/2018 06:00:00;22/03/2018 06:30:00;;4;68
53682;22/03/2018 06:30:00;22/03/2018 07:30:00;18030088;1;68
53688;22/03/2018 07:30:00;22/03/2018 08:15:00;;4;68
53689;22/03/2018 08:15:00;22/03/2018 11:30:00;18030088;1;68
53696;22/03/2018 11:30:00;22/03/2018 12:30:00;;23;69
53697;22/03/2018 12:30:00;22/03/2018 14:00:00;18030088;1;69
53705;22/03/2018 14:00:00;22/03/2018 14:50:00;18030088;1;70
53711;22/03/2018 14:50:00;22/03/2018 14:50:00;18030088;2;71
53715;22/03/2018 14:50:00;22/03/2018 16:05:00;;3;71
53716;22/03/2018 16:05:00;22/03/2018 17:30:00;18030098;1;71
53717;22/03/2018 17:30:00;22/03/2018 18:30:00;;23;71
53718;22/03/2018 18:30:00;22/03/2018 21:40:00;18030098;1;71
53726;22/03/2018 21:40:00;22/03/2018 21:40:00;18030098;2;72
53730;22/03/2018 21:40:00;22/03/2018 22:00:00;;9;73
53736;22/03/2018 22:00:00;23/03/2018 00:30:00;;9;73
53737;23/03/2018 00:30:00;23/03/2018 02:00:00;18030117;1;73
53738;23/03/2018 02:00:00;23/03/2018 03:00:00;;23;73
53739;23/03/2018 03:00:00;23/03/2018 06:00:00;18030117;1;73
55047;23/03/2018 06:00:00;23/03/2018 06:55:00;18030117;1;4
55051;23/03/2018 06:55:00;23/03/2018 06:55:00;18030117;2;5
55054;23/03/2018 06:55:00;23/03/2018 09:00:00;;9;5
55055;23/03/2018 09:00:00;23/03/2018 11:00:00;;10;5
55056;23/03/2018 11:00:00;23/03/2018 14:00:00;;10;5
55058;23/03/2018 18:30:00;23/03/2018 20:45:00;;9;5
55059;23/03/2018 20:45:00;23/03/2018 22:00:00;18030103;1;5
55060;23/03/2018 22:00:00;23/03/2018 22:15:00;18030103;1;6
55063;23/03/2018 22:15:00;23/03/2018 23:20:00;;11;6
55067;23/03/2018 23:20:00;24/03/2018 02:00:00;18030103;1;6
55071;24/03/2018 02:00:00;24/03/2018 03:00:00;;23;7
55075;24/03/2018 03:00:00;24/03/2018 05:00:00;18030103;1;7
55080;24/03/2018 05:00:00;24/03/2018 05:00:00;18030103;2;8
55084;24/03/2018 05:00:00;24/03/2018 07:00:00;;9;8
55089;24/03/2018 09:00:00;24/03/2018 11:05:00;;9;8
55090;24/03/2018 11:05:00;24/03/2018 13:00:00;18030187;1;9
55091;24/03/2018 13:00:00;24/03/2018 14:00:00;;23;9
55092;24/03/2018 14:00:00;24/03/2018 16:00:00;18030187;1;9
55099;24/03/2018 16:00:00;24/03/2018 16:00:00;18030187;2;9
55103;24/03/2018 16:00:00;24/03/2018 17:35:00;;3;10
55108;24/03/2018 17:35:00;24/03/2018 18:00:00;18030186;1;10
55109;24/03/2018 18:00:00;24/03/2018 18:12:00;;20;10
64912;26/03/2018 06:00:00;26/03/2018 06:10:00;;20;91
64913;26/03/2018 06:10:00;26/03/2018 08:40:00;;7;91
64914;26/03/2018 08:40:00;26/03/2018 09:10:00;;20;91
64915;26/03/2018 09:10:00;26/03/2018 11:30:00;18030186;1;91
64920;26/03/2018 11:30:00;26/03/2018 12:30:00;;23;92
64921;26/03/2018 12:30:00;26/03/2018 14:00:00;18030186;1;92
64927;26/03/2018 14:00:00;26/03/2018 15:50:00;18030186;1;92
64932;26/03/2018 15:50:00;26/03/2018 15:50:00;18030186;2;93
64935;26/03/2018 15:50:00;26/03/2018 17:30:00;;9;93
64936;26/03/2018 17:30:00;26/03/2018 18:30:00;;23;93
64937;26/03/2018 18:30:00;26/03/2018 19:50:00;;9;93
64938;26/03/2018 19:50:00;26/03/2018 22:00:00;18030110;1;93
64976;26/03/2018 22:00:00;27/03/2018 00:00:00;18030110;1;97
64979;27/03/2018 00:00:00;27/03/2018 00:00:00;18030110;2;97
64984;27/03/2018 00:00:00;27/03/2018 00:30:00;;3;98
64985;27/03/2018 00:30:00;27/03/2018 06:00:00;;10;98
69207;27/03/2018 06:00:00;27/03/2018 08:00:00;;10;20
69208;27/03/2018 08:00:00;27/03/2018 09:40:00;;3;20
69209;27/03/2018 09:40:00;27/03/2018 11:30:00;18030111;1;20
69210;27/03/2018 11:30:00;27/03/2018 12:30:00;;23;21
69211;27/03/2018 12:30:00;27/03/2018 14:00:00;18030111;1;21
69213;27/03/2018 14:00:00;27/03/2018 14:00:00;18030111;2;21
69304;27/03/2018 22:00:00;28/03/2018 00:10:00;;9;30
69305;28/03/2018 00:10:00;28/03/2018 01:20:00;18030153;1;30
69306;28/03/2018 01:20:00;28/03/2018 01:20:00;18030153;2;30
69308;28/03/2018 01:20:00;28/03/2018 02:00:00;;9;30
69312;28/03/2018 02:00:00;28/03/2018 03:00:00;;23;31
69313;28/03/2018 03:00:00;28/03/2018 03:20:00;;9;31
69314;28/03/2018 03:20:00;28/03/2018 03:40:00;;9;31
69315;28/03/2018 03:40:00;28/03/2018 06:00:00;;19;31
75148;28/03/2018 06:00:00;28/03/2018 06:25:00;;9;14
75149;28/03/2018 06:25:00;28/03/2018 10:25:00;18030154;1;14
75150;28/03/2018 10:25:00;28/03/2018 10:25:00;18030154;2;15
75153;28/03/2018 10:25:00;28/03/2018 11:30:00;;9;15
75155;28/03/2018 11:30:00;28/03/2018 12:30:00;;23;15
75156;28/03/2018 12:30:00;28/03/2018 12:55:00;;9;15
75157;28/03/2018 12:55:00;28/03/2018 14:00:00;18030177;1;15
75158;28/03/2018 14:00:00;28/03/2018 14:55:00;;22;15
75159;28/03/2018 14:55:00;28/03/2018 17:35:00;18030177;1;15
75162;28/03/2018 17:35:00;28/03/2018 17:35:00;18030177;2;16
75164;28/03/2018 17:35:00;28/03/2018 18:35:00;;23;16
75165;28/03/2018 18:35:00;28/03/2018 20:55:00;;9;16
75166;28/03/2018 20:55:00;28/03/2018 21:40:00;18030170;1;16
75167;28/03/2018 21:40:00;28/03/2018 22:00:00;;20;16
76499;29/03/2018 06:00:00;29/03/2018 06:15:00;;20;49
76500;29/03/2018 06:15:00;29/03/2018 11:30:00;18030170;1;50
76505;29/03/2018 11:30:00;29/03/2018 12:30:00;;23;50
76506;29/03/2018 12:30:00;29/03/2018 14:00:00;18030170;1;50
76512;29/03/2018 14:00:00;29/03/2018 14:00:00;18030170;2;51
76517;29/03/2018 14:00:00;29/03/2018 15:10:00;;9;51
76520;29/03/2018 15:10:00;29/03/2018 17:30:00;18030270;1;52
76521;29/03/2018 17:30:00;29/03/2018 18:30:00;;23;52
76522;29/03/2018 18:30:00;29/03/2018 20:10:00;18030270;1;52
76525;29/03/2018 20:10:00;29/03/2018 20:10:00;18030270;2;52
76529;29/03/2018 20:10:00;29/03/2018 22:00:00;;3;52
80128;02/04/2018 06:00:00;02/04/2018 08:20:00;;9;12
80129;02/04/2018 08:20:00;02/04/2018 11:40:00;18030272;1;12
80130;02/04/2018 11:40:00;02/04/2018 11:40:00;18030272;2;13
80132;02/04/2018 11:40:00;02/04/2018 12:40:00;;23;13
80136;02/04/2018 12:40:00;02/04/2018 14:00:00;;9;13
80137;02/04/2018 14:00:00;02/04/2018 15:30:00;;9;13
80138;02/04/2018 15:30:00;02/04/2018 17:30:00;18030222;1;13
80139;02/04/2018 17:30:00;02/04/2018 18:30:00;;23;13
80140;02/04/2018 18:30:00;02/04/2018 19:50:00;18030222;1;14
80142;02/04/2018 19:50:00;02/04/2018 19:50:00;18030222;2;14
80145;02/04/2018 19:50:00;02/04/2018 20:55:00;;3;14
80146;02/04/2018 20:55:00;02/04/2018 21:45:00;18030223;1;14
80147;02/04/2018 21:45:00;02/04/2018 22:00:00;;20;14
82060;03/04/2018 06:00:00;03/04/2018 07:20:00;;10;6
82061;03/04/2018 07:20:00;03/04/2018 08:50:00;;20;6
82062;03/04/2018 08:50:00;03/04/2018 11:30:00;18030223;1;6
82065;03/04/2018 11:30:00;03/04/2018 11:30:00;18030223;2;6
82068;03/04/2018 11:30:00;03/04/2018 12:30:00;;23;6
82069;03/04/2018 12:30:00;03/04/2018 13:15:00;;3;6
82070;03/04/2018 13:15:00;03/04/2018 14:00:00;18030257;1;7
82071;03/04/2018 22:00:00;04/04/2018 06:00:00;;19;7
84804;04/04/2018 06:00:00;04/04/2018 06:50:00;;20;80
84805;04/04/2018 06:50:00;04/04/2018 10:05:00;18030257;1;80
84810;04/04/2018 10:05:00;04/04/2018 10:05:00;18030257;2;81
84814;04/04/2018 10:05:00;04/04/2018 11:30:00;;9;81
84817;04/04/2018 11:30:00;04/04/2018 12:30:00;;23;81
84818;04/04/2018 12:30:00;04/04/2018 13:15:00;;9;81
84819;04/04/2018 13:15:00;04/04/2018 14:00:00;18030273;1;81
84820;04/04/2018 14:00:00;04/04/2018 17:30:00;18030273;1;82
84821;04/04/2018 17:30:00;04/04/2018 18:30:00;;23;82
84822;04/04/2018 18:30:00;04/04/2018 19:40:00;18030273;1;82
84828;04/04/2018 19:40:00;04/04/2018 19:40:00;18030273;2;82
84833;04/04/2018 19:40:00;04/04/2018 21:20:00;;14;83
84836;04/04/2018 21:20:00;04/04/2018 22:00:00;;3;83
90719;05/04/2018 06:00:00;05/04/2018 06:45:00;;3;71
90720;05/04/2018 06:45:00;05/04/2018 10:00:00;18030311;1;72
90721;05/04/2018 10:00:00;05/04/2018 10:00:00;18030311;2;72
90723;05/04/2018 10:00:00;05/04/2018 11:20:00;;9;72
90728;05/04/2018 11:20:00;05/04/2018 12:30:00;;23;72
90729;05/04/2018 12:30:00;05/04/2018 12:55:00;;9;72
90730;05/04/2018 12:55:00;05/04/2018 13:30:00;18030322;1;73
90731;05/04/2018 13:30:00;05/04/2018 14:00:00;;22;73
90844;05/04/2018 22:00:00;05/04/2018 22:30:00;;20;84
90845;05/04/2018 22:30:00;06/04/2018 02:00:00;18030322;1;84
90849;06/04/2018 02:00:00;06/04/2018 03:00:00;;23;84
90850;06/04/2018 03:00:00;06/04/2018 03:25:00;18030322;1;85
90855;06/04/2018 03:25:00;06/04/2018 03:25:00;18030322;2;85
90859;06/04/2018 03:25:00;06/04/2018 05:00:00;;9;85
90862;06/04/2018 05:00:00;06/04/2018 06:00:00;;22;86
350399;06/04/2018 06:00:00;06/04/2018 08:10:00;;9;3
350400;06/04/2018 08:10:00;06/04/2018 11:30:00;18030312;1;4
350401;06/04/2018 11:30:00;06/04/2018 12:30:00;;23;4
350402;06/04/2018 12:30:00;06/04/2018 13:30:00;18030312;1;4
350408;06/04/2018 13:30:00;06/04/2018 13:30:00;18030312;2;4
350412;06/04/2018 13:30:00;06/04/2018 14:00:00;;3;4
350416;06/04/2018 14:00:00;06/04/2018 15:15:00;;3;4
350417;06/04/2018 15:15:00;06/04/2018 17:30:00;18030313;1;4
350418;06/04/2018 17:30:00;06/04/2018 18:30:00;;23;4
350419;06/04/2018 18:30:00;06/04/2018 19:35:00;18030313;1;4
350424;06/04/2018 19:35:00;06/04/2018 19:35:00;18030313;2;4
350427;06/04/2018 19:35:00;06/04/2018 21:35:00;;9;4
350431;06/04/2018 21:35:00;06/04/2018 22:00:00;18030253;1;4
350432;06/04/2018 22:00:00;07/04/2018 00:00:00;18030253;1;4
350433;07/04/2018 00:00:00;07/04/2018 00:00:00;18030253;2;4
350436;07/04/2018 00:00:00;07/04/2018 01:35:00;;3;4
350440;07/04/2018 01:35:00;07/04/2018 02:00:00;18030263;1;4
350441;07/04/2018 02:00:00;07/04/2018 03:00:00;;23;4
350442;07/04/2018 03:00:00;07/04/2018 04:10:00;18030263;1;4
350445;07/04/2018 04:10:00;07/04/2018 06:30:00;;11;4
350448;07/04/2018 06:30:00;07/04/2018 06:45:00;18030263;1;4
350452;07/04/2018 06:45:00;07/04/2018 07:06:00;;20;4
350833;07/04/2018 09:00:00;07/04/2018 09:15:00;;20;8
350892;07/04/2018 09:15:00;07/04/2018 13:00:00;18030263;1;8
350897;07/04/2018 13:00:00;07/04/2018 14:00:00;;23;8
350900;07/04/2018 14:00:00;07/04/2018 17:20:00;18030263;1;9
350906;07/04/2018 17:20:00;07/04/2018 17:20:00;18030263;2;9
350909;07/04/2018 17:20:00;07/04/2018 18:12:00;;9;9
422670;09/04/2018 06:00:00;09/04/2018 08:10:00;;9;26
422671;09/04/2018 08:10:00;09/04/2018 12:00:00;18030314;1;26
422672;09/04/2018 12:00:00;09/04/2018 12:00:00;18030314;2;26
422675;09/04/2018 12:00:00;09/04/2018 13:00:00;;23;26
422681;09/04/2018 13:00:00;09/04/2018 14:00:00;;9;26
422689;09/04/2018 22:00:00;10/04/2018 02:00:00;;9;26
422690;10/04/2018 02:00:00;10/04/2018 03:00:00;;23;26
422691;10/04/2018 03:00:00;10/04/2018 03:20:00;;9;26
422692;10/04/2018 03:20:00;10/04/2018 06:00:00;18040028;1;26
631039;10/04/2018 06:00:00;10/04/2018 08:35:00;18040028;1;10
631043;10/04/2018 08:35:00;10/04/2018 08:35:00;18040028;2;10
631046;10/04/2018 08:35:00;10/04/2018 09:15:00;;3;10
631049;10/04/2018 09:15:00;10/04/2018 09:30:00;18040029;1;10
631050;10/04/2018 09:30:00;10/04/2018 11:00:00;;10;10
631051;10/04/2018 11:00:00;10/04/2018 12:00:00;;23;10
631052;10/04/2018 12:00:00;10/04/2018 14:00:00;18040029;1;10
631604;10/04/2018 22:00:00;10/04/2018 23:15:00;;20;16
631639;10/04/2018 23:15:00;11/04/2018 01:15:00;18040029;1;16
631643;11/04/2018 01:15:00;11/04/2018 01:15:00;18040029;2;16
631646;11/04/2018 01:15:00;11/04/2018 02:00:00;;9;16
631647;11/04/2018 02:00:00;11/04/2018 03:00:00;;23;16
631648;11/04/2018 03:00:00;11/04/2018 06:00:00;;9;16
931937;11/04/2018 06:00:00;11/04/2018 09:20:00;;9;19
